dataset,model,level,feature_set,threshold,precision_anomalous,recall_anomalous,f1_score_anomalous,precision_normal,recall_normal,f1_score_normal
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_circular,2.0,0.5768482490272373,0.10554284261378083,0.17843786270042558,0.71607857696281,0.9668192219679634,0.8227695503398648
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_circular,2.5,0.6049245024021963,0.08963895245359776,0.1561406616767793,0.7141859314132448,0.9749101013403073,0.8244256871941836
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_circular,0.5,0.3113932584269663,0.1761632341723875,0.22502435855797337,0.7023288929719798,0.8330445679415931,0.762122420496461
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_circular,1.0,0.31538366641993587,0.13000254258835495,0.18411292355334702,0.7021708098321844,0.8790563364934074,0.7807198366383107
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_circular,1.5,0.31841617658905985,0.10049580472921434,0.1527742883095298,0.7019260744647686,0.9078075623842214,0.7917009175270958
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_circular,2.0,0.32501010917913464,0.0817442156114925,0.13063264393970175,0.7020411193980596,0.9272420180887,0.799077839025627
bpi_2012_poisoned.csv,LOF,L1_Micro,time_based_circular,2.5,0.33123106411921105,0.06810322908721078,0.11297755000896312,0.7020530267003215,0.9410700664705242,0.8041772296289054
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_linear,0.5,0.29454373936627193,0.22228578693109585,0.2533635698398093,0.6984031512988261,0.7718317532962842,0.7332838134775103
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_linear,1.0,0.29340417735434227,0.2035850495804729,0.24037826478534974,0.6982660629997111,0.789876866078239,0.7412516617241026
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_linear,1.5,0.2940946803318692,0.1915204678362573,0.23197443892674288,0.6985661808271122,0.8029857251825215,0.7471452289520044
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_linear,2.0,0.29529105341491646,0.1816043732519705,0.22489687962467333,0.6989346378329842,0.8142584722676256,0.752202011254165
bpi_2012_poisoned.csv,LOF,L3_Global,time_based_linear,2.5,0.29633326101106533,0.17363335875921687,0.21896593186372745,0.6992179908379992,0.8232973738694562,0.7562016764669085
bpi_2012_poisoned.csv,LOF,L2_Activity,time_based_linear,0.5,0.4010793486201777,0.21636155606407323,0.28108974094291167,0.7195165789222222,0.8615342704587556,0.7841470641471633
