dataset,model,level,feature_set,threshold_value_mean,separation_score,predicted_anomaly_rate_mean,predicted_anomaly_rate_std,precision_anomalous_mean,precision_anomalous_std,recall_anomalous_mean,recall_anomalous_std,f1_score_anomalous_mean,f1_score_anomalous_std,precision_normal_mean,precision_normal_std,recall_normal_mean,recall_normal_std,f1_score_normal_mean,f1_score_normal_std
BPI_Challenge_2012,DBSCAN,L2_Activity,pure_cyclical,,0.0,2.217200610221205,0.12453509124607468,0.6085750076216082,0.01225630886230348,0.13337895158599383,0.008940819448362785,0.21872197120157377,0.012692560429673864,0.9102999292667258,0.0011832050684868905,0.9903547792205751,0.00038969780784360217,0.948640919938511,0.0005813490898514149
BPI_Challenge_2012,IsolationForest,L1_Micro,cum_z_cum_t,0.23594820882235204,0.9394166814750186,31.59570987861603,0.6616586791483541,0.1540205854777054,0.00532929923382805,0.48219965186443847,0.01160148416211629,0.23342450731319256,0.006756805358638489,0.9236356730874578,0.0018832858949212215,0.7027001985123813,0.0072215774634870914,0.7981399528206579,0.00452356159903668
BPI_Challenge_2012,IsolationForest,L1_Micro,delta_cyclical,0.25225336542858523,0.8722235752550229,37.841283796869035,0.4935178037323785,0.19885965306450923,0.004589233130270727,0.7459029771746126,0.015094389373362188,0.3139794057546927,0.006419873877955039,0.9587691420186287,0.002330705851611642,0.6628225269564673,0.004774596723483964,0.7837773451390795,0.003021547185287746
BPI_Challenge_2012,IsolationForest,L1_Micro,delta_t,0.20485408600941124,1.9920647973684715,37.13792178066795,0.8089968377608527,0.2159876474512509,0.004994764663987824,0.794934446153599,0.013472888135400887,0.3396463485713455,0.006549015991276389,0.96711047082914,0.001810409851473618,0.6761510206115753,0.00800282336007526,0.7958423159823627,0.005246896504957619
BPI_Challenge_2012,IsolationForest,L1_Micro,delta_z_micro,0.20484881881634948,2.0016219457565887,36.56947651435807,0.858699272683074,0.21951444346902454,0.005896954061338569,0.7954421815517049,0.012623073513341746,0.34403035082342176,0.007542029005138799,0.9674867769303741,0.00159707889313104,0.6825336356675616,0.00880235027398459,0.8003709412356903,0.0057977200210983315
BPI_Challenge_2012,IsolationForest,L1_Micro,omni_fusion_cyclical,0.2415607763029494,0.8916448705658496,29.97299408119227,0.30800618150331804,0.2540295877647944,0.006539557121826572,0.7546311672107928,0.011262693130170854,0.3800700673596413,0.008045434248890336,0.9646526373662014,0.0016636130966312282,0.7513149630582653,0.003943700958334105,0.8447161750282237,0.00251683309976068
BPI_Challenge_2012,IsolationForest,L1_Micro,pure_cyclical,0.2664941932057018,0.917485074411989,38.87865568058304,1.184811041493472,0.16258400239912635,0.0035423737980066518,0.6263675927438209,0.013399863221711796,0.2581104100122402,0.004212111101972547,0.938344979256095,0.001538553268224793,0.6378721352585754,0.011866663189645965,0.7594054774449547,0.008103913688045835
BPI_Challenge_2012,IsolationForest,L2_Activity,cum_z_cum_t,0.44727044235710334,1.2319848787422687,35.13405797101449,0.9233071214383913,0.1415962333476935,0.0032977900219760196,0.4914571571474978,0.014155429751546381,0.21982586305397547,0.004818615801500687,0.920663006982551,0.00146524697595292,0.6644425290520285,0.008978864447938724,0.7718116929774536,0.005940235826703739
BPI_Challenge_2012,IsolationForest,L2_Activity,delta_cyclical,0.4958061589008963,1.1802602036176615,29.669527078565977,0.844380084350899,0.25414210630642486,0.009518847381973044,0.7443142194136346,0.008055130134562478,0.37882429996446837,0.011121398922696105,0.9632051054094296,0.0010997021876671808,0.7537232066725839,0.009848831541031514,0.8456531478435615,0.006362172442533162
BPI_Challenge_2012,IsolationForest,L2_Activity,delta_t,0.32988938080893926,1.2813315438025286,41.20289855072464,0.6747505675584415,0.20205017389520813,0.0033751872794902786,0.8224371057177983,0.011002359818705452,0.3243953452643824,0.004937815510602822,0.9694559861459184,0.0014555890733519274,0.6341937443582457,0.0063658475298418475,0.7667608223874071,0.00451228749567438
